delay_ms,timeout_ms,drop_rate,raw_accuracy,effective_accuracy,failed_frac,dropped_frac,timed_out_frac
50,120,0.0,0.9777777777777777,0.9777777777777777,0.0,0.0,0.0
100,120,0.05,0.9777777777777777,0.9311111111111111,0.04666666666666667,0.04666666666666667,0.0
200,120,0.05,0.9777777777777777,0.0,1.0,0.04666666666666667,1.0
